timestamp,depression,happy,angry,sad
2024-07-29 18:19:04,No Depression,71.31258249282837,7.0539891719818115,11.599013209342957
2024-07-28 22:41:00,Depression,0.8302432484924793,3.5783641040325165,94.88645792007446
2024-07-28 22:24:33,No Depression,1.4843509532511234,2.350073680281639,95.25806307792664
2024-07-28 22:24:20,No Depression,0.6673003081232309,3.175834938883781,95.38065195083618
2024-07-28 22:23:53,No Depression,0.578914349898696,1.485863607376814,96.96401357650755
2024-07-28 22:07:53,Depression,1.848996803164482,4.072653502225876,93.08831691741943
2024-07-28 20:24:40,Depression,0.6776734720915556,1.162917260080576,97.68335819244383
2024-07-28 20:22:09,No Depression,6.113811954855919,42.6086813211441,39.96407985687256
2024-07-28 20:21:33,Depression,0.6630740128457546,2.390440739691257,96.3728368282318
2024-07-28 19:43:00,Depression,7.837523948837777,45.39824751253568,71.20893680934412
2024-07-28 19:29:00,No Depression,29.19046536597374,28.42610439624589,90.31369699716808
2024-07-28 19:29:00,Depression,28.60107019899285,77.50636439448921,78.96640132052104
2024-07-28 19:09:00,No Depression,34.016398100886015,48.16312586723627,14.396751151285905
2024-07-28 19:08:00,Depression,13.775209596211946,78.54208640331241,27.93047950966242
2024-07-28 19:06:00,No Depression,64.73195245827394,15.364071278432467,50.49007896263333
2024-07-28 19:06:00,No Depression,77.0836193671699,37.625235182230696,54.401651354952165
2024-07-28 19:04:00,Depression,32.76517439448578,82.73898372173014,37.083055347687285
2024-07-28 18:59:00,No Depression,47.95409316021444,53.984216444098976,40.10797437402752
2024-07-28 18:42:00,No Depression,22.0259323382883,43.70537800086959,47.16172050616427
2024-07-28 18:33:00,No Depression,85.74431321094525,1.2249587293403308,62.42144816406078
2024-07-28 18:24:00,Depression,8.071175895209837,55.34403620068309,30.16270413457134
2024-07-28 18:12:00,Depression,70.78509509884898,59.58155855160857,92.60420043581983
2024-07-28 18:10:00,No Depression,86.87675594986175,51.28896284351823,89.0457326007295
2024-07-28 18:08:00,No Depression,65.94258339169397,35.75290990243259,82.21904082870817
2024-07-28 18:04:00,Depression,32.729591949625124,60.30515168248638,32.42885072893006
2024-07-28 17:50:00,No Depression,77.25913755327267,29.601862761396337,11.925570055200064
2024-07-28 17:29:00,No Depression,82.93000236367126,26.415364736365955,51.00046258980087
2024-07-28 17:17:00,Depression,26.46704698521671,33.25907900543945,57.25053776846602
2024-07-28 17:14:00,No Depression,94.72423258125332,1.3451226544666683,36.18154618561261
2024-07-28 17:05:00,No Depression,7.253803923102464,13.044171774069424,96.51422013699867
2024-07-28 17:04:00,No Depression,33.213705260332084,3.163809719826871,9.707277097415057
2024-07-28 17:04:00,No Depression,55.31142930778912,54.94394656385872,34.55721855972359
2024-07-28 17:03:00,No Depression,6.915066858458396,81.82739195216254,83.19643293324809
2024-07-28 17:00:00,No Depression,21.818670709942424,16.02345292508541,40.01449478375621
2024-07-28 16:58:00,Depression,75.0400471121326,46.031116288370335,37.12371937062614
2024-07-28 16:47:00,Depression,28.261015278988587,93.55908343227682,91.31216905455256
2024-07-28 16:30:00,Depression,84.76684210103173,89.04112665648523,43.388892517284376
2024-07-28 16:26:00,No Depression,17.713667919619745,93.99863472529654,42.44321758055338
2024-07-28 16:08:00,Depression,28.19161053149396,19.52653513815764,11.221683553583938
2024-07-28 15:48:00,Depression,42.54829663472759,29.955756750558205,87.87253357870911
2024-07-28 15:37:00,Depression,1.4647330327624664,13.442962636173094,74.19709782476357
2024-07-28 15:32:00,Depression,1.6660488618186586,15.146660485984896,47.17558755454247
2024-07-28 15:29:00,No Depression,48.58794678811509,60.31642096420374,30.467186769375875
2024-07-28 15:25:00,No Depression,64.34762866087085,94.7728587492969,80.36237091303853
2024-07-28 15:23:00,No Depression,34.72277582175074,58.82142958956442,90.22641036133533
2024-07-28 15:10:00,No Depression,0.6952803730042811,90.23877584795096,26.63573007032989
2024-07-28 14:54:00,No Depression,38.8434874277504,98.47564175811333,82.07979693618537
2024-07-28 14:45:00,No Depression,63.968234619011376,71.27226920329616,27.683919169707405
2024-07-28 14:42:00,Depression,33.47028850363747,9.33724857807282,78.21931267053844
2024-07-28 14:41:00,Depression,61.91697599153218,4.254409129493187,21.13826467614207
2024-07-28 14:41:00,No Depression,24.32527542045716,5.062988870681739,74.42504845536621
2024-07-28 14:31:00,Depression,94.084649961848,1.6349841942048804,20.16984931846249
2024-07-28 14:20:00,Depression,20.12130078336034,9.915740681339813,41.35265323044114
2024-07-28 14:08:00,Depression,41.49894764684748,57.310287438932505,57.3064631549075
2024-07-28 14:03:00,Depression,79.76600750969313,59.79355240810656,42.38730090046455
2024-07-28 13:58:00,No Depression,94.10429147237328,77.88082717422724,16.376723330573718
2024-07-28 13:55:00,No Depression,96.58645723650572,91.2626768739652,90.17775477822454
2024-07-28 13:20:00,No Depression,9.366941129261242,15.997727081318258,91.38836514467624
2024-07-28 13:11:00,No Depression,3.78906504387716,73.38451442253745,66.63120760438824
